,std,no_Local,no_local_std,random,ias
5,,,0.002342985448736841,0.0023429854487368425,0.0023228955993319744
6,,,0.0020324638785439793,0.0020682448326595354,0.002098921097734439
7,,,0.0018086514781792526,0.0019736145274158847,0.002003292149217276
8,,,0.001742419733504298,0.0017443746550310237,0.0019513959720675737
9,,,0.0015319238967725554,0.001645225078744302,0.001888819240348119
10,,,0.0013890081962233422,0.0015256004253620511,0.001898993158084041
11,,,0.0012574499745433667,0.0014396480130762712,0.0019337393436673017
12,,,0.001218500183158547,0.0014288364159886432,0.0018923078334440392
13,,,0.0011508745599264022,0.001362774348032823,0.0019545296271906484
14,,,0.0011347617265590497,0.0013222905130271716,0.0018848050570411824
15,,,0.0010890682245941164,0.0012335070562892194,0.0017718650237465074
16,,,0.0010774284771158402,0.0012025647815921594,0.0018174460421865653
17,,,0.0010710317373600381,0.0011832214174327363,0.0017864095677813867
18,,,0.0010608836160439022,0.0011340740002572516,0.001647662710911443
19,,,0.001047068515917728,0.0011128146405142887,0.0015604771417148692
20,,,0.001016599538710009,0.001088893533041314,0.0014982751317239769
21,,,0.0009848473057230541,0.0010782108932529276,0.0014688234410139144
22,,,0.0009671893589157591,0.0010704691074448754,0.0014275597470121044
23,,,0.0009425298417437804,0.0010858380637702085,0.001414866163280115
24,,,0.0009376149886136005,0.0010597225371038173,0.0014061616553869682
25,,,0.0009163991666599677,0.0010354148189730293,0.0013984525810690133
