,std,no_Local,no_local_std,random,ias
5,,,0.0014285917125727737,0.0014285917125727737,0.0013985329905683208
6,,,0.0012270384181325405,0.0013608069220530815,0.001397788716167555
7,,,0.0012318033485560693,0.0012781168326522177,0.0013772496786498233
8,,,0.001137567018351118,0.001161644099701721,0.0013627660000961402
9,,,0.0011375863756908826,0.0011866120512151223,0.0013506939883339208
10,,,0.0010111043555142548,0.001148955284829375,0.0013322143244206938
11,,,0.0010229430956597192,0.0011416752137362017,0.0013347218607609585
12,,,0.0010117998480350338,0.0011253819995532856,0.0013284530051540827
13,,,0.0009938069969828204,0.0010924899405601834,0.0013250725926993174
14,,,0.0009823706858279602,0.0010478573306235749,0.001336238730668461
15,,,0.0009373819324960821,0.0009873642773735453,0.0013266898798283664
16,,,0.000907038091861231,0.0009460599158244332,0.0013212090904290068
17,,,0.0008916320096669707,0.0009286255616010714,0.0013285355746040183
18,,,0.0008447544682332126,0.0009176479868149873,0.0013312056748501684
19,,,0.0007912762284781784,0.000922931059879334,0.0013017875349224134
20,,,0.0007583364243744675,0.0009212155334559276,0.0012184693159430736
21,,,0.00075752517426719,0.0009172600672762028,0.0011616146597991834
22,,,0.0007484013421258667,0.0009056855511409595,0.0011523783442649188
23,,,0.0007299482457791912,0.0008822255242152066,0.0011724227069362565
24,,,0.0006909350080519306,0.0008870694531023876,0.0011684432453559594
25,,,0.0006700540928094792,0.00086867309022034,0.001131402576023644
