,std,no_Local,no_local_std,random,ias
5,,,0.002626348868338334,0.002626348868338334,0.002650312781171304
6,,,0.002261340630078931,0.0022067971509850998,0.002681654911863812
7,,,0.001991529740306061,0.001905347118206783,0.00266823115805345
8,,,0.001678090260374369,0.0015971693741729926,0.0026173898791999506
9,,,0.0015462239094788614,0.0014857037848437589,0.0025815285394206436
10,,,0.001543631589657707,0.0013596803345804576,0.0025686609534746946
11,,,0.0014901205903589069,0.0013084852335968741,0.002619037081364992
12,,,0.0013870925483026736,0.0012646316348480348,0.0025855717962189194
13,,,0.001262004221398,0.0012351944830802262,0.002601973622479728
14,,,0.0011807066101697113,0.0011859868573285296,0.0025957227220573752
15,,,0.001134420528822434,0.0011901764418866425,0.0025963885964544195
16,,,0.001126316843159867,0.0011879378585173339,0.0026077209705854454
17,,,0.0010520023368652735,0.0011703868698352197,0.0026491341953961555
18,,,0.0009547029066087061,0.0010930955680705362,0.0026085815336919236
19,,,0.0009314362711528093,0.0010569459763915597,0.0026129708177551566
20,,,0.000896083460516482,0.00103658931434555,0.0025603608180281645
21,,,0.0008756750565660249,0.0010024456893576077,0.00250466155983391
22,,,0.0008581915858617994,0.0009737367298460519,0.0024825572838057075
23,,,0.0008724567624192029,0.0009501429672147945,0.002454851716937736
24,,,0.0008398737584390102,0.0009355630043213507,0.002440069934850911
25,,,0.00080968060240385,0.0009079238314331515,0.0024298620011421034
