,std,no_Local,no_local_std,random,ias
5,,,0.003333665027143575,0.003333665027143575,0.003357505775162427
6,,,0.0031421381311220182,0.002983282173027246,0.0033236191496587553
7,,,0.003050533209694937,0.0027563298484289613,0.003307503105510094
8,,,0.0028363681240858325,0.002613858614114809,0.003298742998510399
9,,,0.0027123154056041482,0.0025383740610568574,0.0032835263239496615
10,,,0.00266182108942434,0.0025141574478215,0.003270564610611351
11,,,0.0026249806487063615,0.002477226843711914,0.0032523413870622305
12,,,0.0025459866143556532,0.0024298781686837028,0.0032474662569481052
13,,,0.0024705420421544974,0.002383084469967942,0.003253498082697394
14,,,0.002401788353614338,0.002378913466902075,0.0032501788630887327
15,,,0.0023770736053863634,0.0023462312681336813,0.0032454341666116335
16,,,0.0023648240577974,0.002306809224386902,0.003255689889485322
17,,,0.0023183329914809696,0.0022956360812039947,0.003259084074757571
18,,,0.00229120360605278,0.002256671767808355,0.0032316658586072997
19,,,0.002287145296619505,0.00223793445279857,0.0032092276677971646
20,,,0.002278137334892879,0.002211323355271493,0.0031531723630610084
21,,,0.002256932866590435,0.002201271509371076,0.003134449360002415
22,,,0.002252866255100195,0.00218548759073585,0.003126191740372156
23,,,0.0022299575415020336,0.0021980892183207476,0.003097040367731627
24,,,0.002205568532323505,0.002199723209122186,0.0030171757086303774
25,,,0.0021786074547600703,0.002212622336889698,0.0029973924543105946
