,std,no_Local,no_local_std,random,ias
5,,,0.0025855184419283136,0.0025855184419283144,0.0025974817400530284
6,,,0.0024017450050291293,0.0025122601983306324,0.0025810439882252944
7,,,0.0023218848680876944,0.0024121007411457697,0.0025381949701913497
8,,,0.0020259513089566257,0.0022251296491307944,0.0024882371670641758
9,,,0.0020313553390697795,0.002134959134497049,0.002418614669691227
10,,,0.0018670986956662186,0.002113941634743228,0.002413843576672797
11,,,0.0018995207750364563,0.002095741864906398,0.0024356985176480234
12,,,0.0017932155954106224,0.002122772008649662,0.00245356693414902
13,,,0.0017688067728184862,0.002126294671473912,0.0024002746356312503
14,,,0.0017526098410080373,0.0021193897814205964,0.002376130363413952
15,,,0.0017044125686139406,0.0020813136325098036,0.0023397347697639253
16,,,0.0016434746273865525,0.0020852324650779725,0.00228448396125995
17,,,0.0016051712763736705,0.0020334953229334016,0.0021696756748654446
18,,,0.0015257023506780629,0.0020146621689261205,0.002101295009867993
19,,,0.001474131448338564,0.0019621567662963055,0.001969544319360588
20,,,0.001414236557940958,0.0019881043534905893,0.0018621426268138831
21,,,0.001362766116713886,0.0019841159819927023,0.0018542038295808537
22,,,0.0013182445625656665,0.0019305454086744303,0.00191547314809936
23,,,0.0012822844522709018,0.001952073394244865,0.001883519414032662
24,,,0.0012658525545736776,0.0019271244611414415,0.0018948892218271405
25,,,0.0012584592426242486,0.0019254108734763798,0.0019039466649460777
