,std,no_Local,no_local_std,random,ias
5,,,0.0031651314927666455,0.0031651314927666455,0.0031666733272149245
6,,,0.002732120356330522,0.0026996288036131516,0.003135879374083973
7,,,0.0025066486344111354,0.002501071946094381,0.0031238275536553087
8,,,0.00220845342221647,0.0022698349922589383,0.003077950808853294
9,,,0.0020629823748672953,0.002136310020833417,0.0030582468378419526
10,,,0.0019634089758622172,0.002023933234111553,0.003018033063170156
11,,,0.0018811073549853227,0.0019535194266672865,0.003031920131604366
12,,,0.0017881929159603534,0.0018772658744495823,0.003007434976495143
13,,,0.0017100136817376603,0.0018409400054786402,0.003015408816278959
14,,,0.001629226292752843,0.0018135433882759218,0.0030180374783960098
15,,,0.0015902219243799115,0.0018074793774824262,0.0030010919993860687
16,,,0.0015562889124846697,0.0017740425028781699,0.0029989452790006423
17,,,0.0014978329617997162,0.0017151058420078451,0.0030011555424742484
18,,,0.0014113117479025675,0.0016372947496159293,0.002969659965415816
19,,,0.0013583366807197448,0.001587048668733035,0.002912208524051804
20,,,0.00131758961816065,0.0015585901318591877,0.002742603411629612
21,,,0.0012727858683645478,0.0015236666789100557,0.002664245352803351
22,,,0.0012434776499943279,0.001476032009104702,0.0026359080662457265
23,,,0.0012082255803960052,0.0014493053982817072,0.0025531134785305248
24,,,0.0011683637613305032,0.00143756207213358,0.0024940937785269506
25,,,0.001124899366987969,0.0014010434912053494,0.002423571728458054
