,std,no_Local,no_local_std,random,ias
5,,,0.002094780985873783,0.0020947809858737833,0.002091739522050876
6,,,0.0017467272763009595,0.0020707382296742444,0.0020938373450911825
7,,,0.0015941093476947075,0.0020152617336354557,0.002089314541895431
8,,,0.001611553833634456,0.001791795861298074,0.0020632734521301966
9,,,0.0016472044055497142,0.001737125756363679,0.002024987413087891
10,,,0.0014959217186015583,0.0016775514403610395,0.0020222675311659896
11,,,0.0015251672560785234,0.0016893353234692255,0.002061901163055847
12,,,0.0014317736069672034,0.0017279155952816493,0.0020332013052767914
13,,,0.001361456952969842,0.0016986649231298743,0.0020155976878728854
14,,,0.001355417659276448,0.0017261894769785358,0.0019225383379735483
15,,,0.001329073030317502,0.0017723125426906598,0.001835077150271913
16,,,0.0012963381873063603,0.001795555461835375,0.0017845195417031385
17,,,0.0012414105584158683,0.0016928035768522505,0.0016511866969475444
18,,,0.0011818898806195595,0.001694918060233591,0.0015898090422998197
19,,,0.0011322836828473789,0.0016598513627972028,0.0015281165096224644
20,,,0.0011217916224627172,0.0016845510714596993,0.0015017034775105793
21,,,0.0011126257790705072,0.0016928903086151183,0.0014517376996238769
22,,,0.0010924596920840151,0.001644380727405174,0.0014096325936784164
23,,,0.0010602165155415757,0.0016571537912294602,0.001447601750855423
24,,,0.0010382970058073833,0.001653576401884523,0.0014335712393050675
25,,,0.001030844881308979,0.0016419563468896693,0.0014516891413476477
