,std,no_Local,no_local_std,random,ias
5,,,0.0018053949348463755,0.001805394934846375,0.0017602984447530497
6,,,0.0015257092036477262,0.0015173697539760428,0.0017618716982175135
7,,,0.001476843370105146,0.001253665989777329,0.00169294646216524
8,,,0.0011200452048789622,0.0011537002441297179,0.0016854086611753094
9,,,0.0010732633215289706,0.0011412927089971883,0.0017017601154348126
10,,,0.000937007398630826,0.0011244486176840139,0.0017006700939254653
11,,,0.0009011848504209888,0.0011197248273971429,0.0017247844969247182
12,,,0.0008754369905690616,0.0009850262510498987,0.001703679702595977
13,,,0.0008484383106096926,0.0009399612983683593,0.0017168618048696033
14,,,0.0007162072584173544,0.0009123481033994982,0.0017281241998261083
15,,,0.0007247805811914159,0.0009222580811302639,0.0017082220598519616
16,,,0.0007328314901250136,0.0008935136946715683,0.0017308650221321271
17,,,0.0007226618643369513,0.0008578397002108707,0.001730120987789274
18,,,0.0007262949659039159,0.0008650823871779481,0.0017495059712148687
19,,,0.000681984638741665,0.0008768330180197378,0.0017537894108323386
20,,,0.0007036782448622387,0.0008507265634874823,0.0017512649797048411
21,,,0.0006950811049015354,0.0008045073225682164,0.001739192695451215
22,,,0.0006897753398744818,0.0007899265852220196,0.00173967261664071
23,,,0.0006799452412970796,0.0007741395058110975,0.0017419066260339884
24,,,0.000687298033807442,0.0007385237578549675,0.0017403230907371955
25,,,0.0006750939516340571,0.0007181204254841441,0.001724402544371878
