,std,no_Local,no_local_std,random,ias
5,,,0.001922294389429784,0.001922294389429784,0.0019337993580221648
6,,,0.0018337841459422663,0.0018332415021315804,0.0019148622917796066
7,,,0.0017385187081312159,0.0017494030908662222,0.0018945938092578317
8,,,0.0015177558222798438,0.0016176323113327835,0.0018905180627577026
9,,,0.001443437635760372,0.0015095685431703513,0.0018739106858126822
10,,,0.001303372739902379,0.0014051447971509627,0.0018613225228711649
11,,,0.0012688071361345002,0.0013595239377698575,0.001872881613743893
12,,,0.001190495302079146,0.0013670350751160494,0.0018548803754020301
13,,,0.0011392927451758185,0.0013357468796629172,0.0018527210491213605
14,,,0.0010897390368986152,0.001317459738806487,0.0018449749780796762
15,,,0.0010436801553445946,0.0012750037798717419,0.0018085550130892177
16,,,0.001023122021482913,0.001252547873305172,0.0018007359958566377
17,,,0.0009952127802487461,0.001222737801130876,0.0017465141324316134
18,,,0.0009643246881080816,0.001199569349202338,0.0016969407793462512
19,,,0.000942748841262543,0.0011586751252413263,0.001632985336133951
20,,,0.0009133563154841458,0.0011567112215886122,0.0015687164906033279
21,,,0.0008887518982265074,0.0011463988847501532,0.0015498161354408266
22,,,0.0008680664478051566,0.00111893142655612,0.0015615665896181906
23,,,0.000852070960011877,0.0011213350816959035,0.0015434524548396
24,,,0.0008327523179314798,0.0011117252072845767,0.0015376957457195423
25,,,0.0008154022056480548,0.0011053918823904182,0.001516474663878343
